customer_id,recence,frequence,montant,panier_moyen,anciennete,R,F,M,score_rfm,segment,country,declared_preference,age_bracket,life_stage,urban_density
31641,262,2,113.38,56.69,390,3,2,2,322,Potentiels fidèles,France,,18-24 ans,,
31642,616,2,434.24,217.12,725,1,2,4,124,Hibernants,France,,,Jeune actif en solo,
31643,158,3,289.14,96.38,433,3,3,3,333,Potentiels fidèles,France,,,,
31644,103,3,56.85,18.95,182,4,3,1,431,Clients moyens,France,Peau mixte,35-44 ans,,
31645,475,2,87.15,43.575,493,2,2,2,222,Hibernants,France,,35-44 ans,,
31646,110,3,202.31,67.43666666666667,261,4,3,3,433,Potentiels fidèles,France,Peau mixte,,Parent de jeunes enfants,
31647,296,3,178.25,59.416666666666664,372,3,3,3,333,Potentiels fidèles,France,,45-54 ans,Sans enfants,
31648,194,4,436.37000000000006,109.09250000000002,571,3,4,4,344,Fidèles,Germany,,,,
31649,327,2,106.78,53.39,335,2,2,2,222,Hibernants,France,,,,
31650,271,3,279.33,93.11,482,3,3,3,333,Potentiels fidèles,France,,,,
31651,467,1,88.14,88.14,467,2,1,2,212,Hibernants,France,,55 ans et plus,Retraité(e),
31652,148,3,169.76999999999998,56.589999999999996,231,3,3,2,332,Potentiels fidèles,France,,,,Zone urbaine dense
31653,139,4,413.25,103.3125,689,3,4,4,344,Fidèles,France,Recherche vegan,18-24 ans,,
31654,108,3,329.69,109.89666666666666,196,4,3,3,433,Potentiels fidèles,France,Peau sensible,,,
31655,208,3,393.67,131.22333333333333,281,3,3,4,334,Potentiels fidèles,France,,35-44 ans,,
31656,231,2,306.83,153.415,460,3,2,3,323,Potentiels fidèles,France,,,,
31657,94,3,308.27,102.75666666666666,729,4,3,3,433,Potentiels fidèles,France,Peau mixte,,,
31658,463,3,200.7,66.89999999999999,521,2,3,3,233,À risque,France,,35-44 ans,Parent de jeunes enfants,
31659,607,2,121.32,60.66,618,1,2,2,122,Perdus,France,Peau sensible,45-54 ans,Sans enfants,Périurbain
31660,235,3,159.22000000000003,53.073333333333345,719,3,3,2,332,Potentiels fidèles,France,,45-54 ans,,
31661,281,1,15.13,15.13,281,3,1,1,311,Clients moyens,France,Recherche vegan,,Famille avec adolescents,
31662,254,3,359.1,119.7,415,3,3,4,334,Potentiels fidèles,Greece,,,Parent de jeunes enfants,Zone rurale
31663,127,2,56.85,28.425,342,4,2,1,421,Nouveaux prometteurs,France,,,Famille avec adolescents,
31664,183,3,95.53,31.843333333333334,263,3,3,2,332,Potentiels fidèles,European Community,Anti-âge,,,
31665,166,2,107.50999999999999,53.754999999999995,321,3,2,2,322,Potentiels fidèles,France,,,,
31666,291,3,224.19,74.73,617,3,3,3,333,Potentiels fidèles,France,Peau mixte,55 ans et plus,,
31667,143,3,150.14,50.04666666666666,296,3,3,2,332,Potentiels fidèles,France,,,,
31668,260,3,312.83,104.27666666666666,507,3,3,3,333,Potentiels fidèles,France,,,,
31669,174,3,79.9,26.633333333333336,374,3,3,2,332,Potentiels fidèles,France,,25-34 ans,,
31670,244,3,194.4,64.8,746,3,3,3,333,Potentiels fidèles,France,,,Jeune actif en solo,
31671,170,2,193.99,96.995,258,3,2,3,323,Potentiels fidèles,France,,,,
31672,610,3,375.07,125.02333333333333,777,1,3,4,134,À risque,France,,,,
31673,80,2,189.01,94.505,205,4,2,3,423,Nouveaux prometteurs,France,,35-44 ans,,
31674,256,3,271.15999999999997,90.38666666666666,408,3,3,3,333,Potentiels fidèles,France,Peau mixte,,Sans enfants,
31675,194,3,284.47,94.82333333333334,299,3,3,3,333,Potentiels fidèles,France,,,,
31676,142,3,223.09,74.36333333333333,363,3,3,3,333,Potentiels fidèles,France,Recherche vegan,25-34 ans,Jeune actif en solo,
31677,101,2,177.63,88.815,102,4,2,3,423,Nouveaux prometteurs,France,,55 ans et plus,,Zone urbaine dense
31678,253,2,131.64,65.82,539,3,2,2,322,Potentiels fidèles,France,Peau sensible,,,
31679,209,3,118.57,39.52333333333333,542,3,3,2,332,Potentiels fidèles,France,,,Famille avec adolescents,Périurbain
31680,78,3,183.76,61.25333333333333,678,4,3,3,433,Potentiels fidèles,France,,18-24 ans,,Zone rurale
31681,254,2,104.56,52.28,384,3,2,2,322,Potentiels fidèles,France,Peau sensible,,,
31682,172,3,158.86,52.95333333333334,240,3,3,2,332,Potentiels fidèles,France,,,,
31683,185,3,249.61,83.20333333333333,265,3,3,3,333,Potentiels fidèles,European Community,Sans parfum,,,
31684,540,2,127.78999999999999,63.894999999999996,667,2,2,2,222,Hibernants,France,Anti-âge,,,
31685,316,2,153.91000000000003,76.95500000000001,371,2,2,2,222,Hibernants,France,Peau sensible,18-24 ans,,
31686,333,2,62.9,31.45,362,2,2,1,221,Hibernants,France,Recherche vegan,,,
31687,646,2,57.160000000000004,28.580000000000002,816,1,2,1,121,Perdus,France,Anti-âge,45-54 ans,Jeune actif en solo,
31688,507,3,117.22999999999999,39.07666666666666,617,2,3,2,232,Hibernants,France,Anti-âge,,,
31689,240,4,352.92999999999995,88.23249999999999,639,3,4,4,344,Fidèles,France,Peau sensible,,,
31690,394,3,261.89,87.29666666666667,529,2,3,3,233,À risque,France,Sans parfum,18-24 ans,,Périurbain
31691,161,1,43.34,43.34,161,3,1,1,311,Clients moyens,France,,35-44 ans,,
31692,269,3,358.01,119.33666666666666,383,3,3,4,334,Potentiels fidèles,France,Anti-imperfections,25-34 ans,,Zone urbaine dense
31693,217,2,114.53,57.265,221,3,2,2,322,Potentiels fidèles,France,Anti-imperfections,,,
31694,276,3,219.64,73.21333333333332,589,3,3,3,333,Potentiels fidèles,France,Anti-imperfections,,,
31695,120,2,320.5,160.25,363,4,2,3,423,Nouveaux prometteurs,France,,,,Zone urbaine dense
31696,114,2,172.13,86.065,326,4,2,2,422,Nouveaux prometteurs,France,,,Jeune actif en solo,
31697,248,2,104.91,52.455,283,3,2,2,322,Potentiels fidèles,France,Sans parfum,55 ans et plus,,
31698,155,3,198.73,66.24333333333333,559,3,3,3,333,Potentiels fidèles,France,,18-24 ans,Sans enfants,
31699,321,2,352.57,176.285,447,2,2,4,224,Hibernants,France,,,,
31700,326,3,243.99,81.33,401,2,3,3,233,À risque,France,,,,
31701,158,3,201.81,67.27,217,3,3,3,333,Potentiels fidèles,France,Peau sensible,,,
31702,214,2,129.98,64.99,303,3,2,2,322,Potentiels fidèles,France,,55 ans et plus,Parent de jeunes enfants,
31703,210,2,20.69,10.345,298,3,2,1,321,Clients moyens,France,,,,
31704,98,2,178.7,89.35,139,4,2,3,423,Nouveaux prometteurs,France,,45-54 ans,Parent de jeunes enfants,
31705,187,4,172.26,43.065,703,3,4,2,342,Clients moyens,France,,25-34 ans,Famille avec adolescents,
31706,102,4,170.24,42.56,377,4,4,2,442,Clients moyens,Switzerland,Recherche vegan,,Jeune actif en solo,
31707,81,3,130.01,43.336666666666666,136,4,3,2,432,Potentiels fidèles,France,Peau mixte,,Sans enfants,
31708,522,3,374.17,124.72333333333334,703,2,3,4,234,À risque,France,,55 ans et plus,Retraité(e),
31709,195,3,172.41000000000003,57.470000000000006,539,3,3,3,333,Potentiels fidèles,France,,,Retraité(e),
31710,236,2,95.17999999999999,47.589999999999996,332,3,2,2,322,Potentiels fidèles,France,,,,Zone urbaine dense
31711,319,2,91.27000000000001,45.635000000000005,429,2,2,2,222,Hibernants,France,,45-54 ans,,
31712,64,3,306.29,102.09666666666668,288,4,3,3,433,Potentiels fidèles,Denmark,Peau mixte,,Sans enfants,
31713,82,3,190.55,63.51666666666667,202,4,3,3,433,Potentiels fidèles,France,,45-54 ans,,
31714,173,2,80.86,40.43,341,3,2,2,322,Potentiels fidèles,Denmark,,45-54 ans,,
31715,124,2,193.03,96.515,149,4,2,3,423,Nouveaux prometteurs,France,,25-34 ans,,
31716,391,3,197.18,65.72666666666667,631,2,3,3,233,À risque,France,Peau sensible,,Sans enfants,
31717,395,1,286.76,286.76,395,2,1,3,213,Hibernants,France,Recherche vegan,18-24 ans,,
31718,341,3,287.48,95.82666666666667,462,2,3,3,233,À risque,France,Anti-imperfections,,,
31719,226,3,387.23,129.07666666666668,540,3,3,4,334,Potentiels fidèles,France,,18-24 ans,,
31720,238,2,66.14999999999999,33.074999999999996,500,3,2,1,321,Clients moyens,France,,,,
31721,123,3,558.25,186.08333333333334,574,4,3,4,434,Potentiels fidèles,France,,,,Périurbain
31722,143,2,31.3,15.65,147,3,2,1,321,Clients moyens,France,,,,
31723,183,4,498.34000000000003,124.58500000000001,780,3,4,4,344,Fidèles,France,,35-44 ans,,
31724,119,2,67.45,33.725,120,4,2,1,421,Nouveaux prometteurs,France,,25-34 ans,,
31725,152,3,275.24,91.74666666666667,324,3,3,3,333,Potentiels fidèles,France,Peau mixte,,,
31726,157,2,135.32,67.66,237,3,2,2,322,Potentiels fidèles,France,,35-44 ans,,
31727,283,3,254.72000000000003,84.90666666666668,742,3,3,3,333,Potentiels fidèles,France,Peau sèche,,,
31728,148,3,105.59,35.196666666666665,624,3,3,2,332,Potentiels fidèles,France,Anti-imperfections,25-34 ans,,
31729,233,2,157.3,78.65,305,3,2,2,322,Potentiels fidèles,France,Peau sensible,,Famille avec adolescents,
31730,338,2,43.150000000000006,21.575000000000003,507,2,2,1,221,Hibernants,Germany,,,Sans enfants,
31731,288,3,324.13,108.04333333333334,640,3,3,3,333,Potentiels fidèles,France,,35-44 ans,,
31732,113,1,139.01,139.01,113,4,1,2,412,Nouveaux prometteurs,France,,45-54 ans,Famille avec adolescents,
31733,334,3,234.68,78.22666666666667,433,2,3,3,233,À risque,France,,25-34 ans,Sans enfants,
31734,167,3,203.9,67.96666666666667,230,3,3,3,333,Potentiels fidèles,France,Sans parfum,,,
31735,135,4,175.12,43.78,360,4,4,3,443,Fidèles,Spain,Recherche vegan,25-34 ans,,
31736,88,4,352.11,88.0275,452,4,4,4,444,Champions,Switzerland,,18-24 ans,,
31737,365,2,113.99000000000001,56.995000000000005,510,2,2,2,222,Hibernants,France,Anti-imperfections,45-54 ans,Famille avec adolescents,
31738,207,2,180.83999999999997,90.41999999999999,285,3,2,3,323,Potentiels fidèles,France,Sans parfum,,,
31739,203,2,370.26,185.13,508,3,2,4,324,Potentiels fidèles,France,,,Famille avec adolescents,Périurbain
31740,468,3,200.29,66.76333333333334,518,2,3,3,233,À risque,France,,,Sans enfants,
31741,201,3,149.39000000000001,49.796666666666674,404,3,3,2,332,Potentiels fidèles,France,Peau sensible,45-54 ans,,
31742,114,3,136.91,45.63666666666666,169,4,3,2,432,Potentiels fidèles,France,Sans parfum,,,Périurbain
31743,123,3,187.31,62.43666666666667,273,4,3,3,433,Potentiels fidèles,France,,35-44 ans,,Zone urbaine dense
31744,285,2,32.03,16.015,544,3,2,1,321,Clients moyens,France,,18-24 ans,,
31745,236,2,63.910000000000004,31.955000000000002,455,3,2,1,321,Clients moyens,France,Peau sensible,,,
31746,91,3,187.25,62.416666666666664,247,4,3,3,433,Potentiels fidèles,Denmark,Sans parfum,25-34 ans,,
31747,277,2,199.93,99.965,416,3,2,3,323,Potentiels fidèles,United Kingdom,,55 ans et plus,,
31748,185,2,249.3,124.65,196,3,2,3,323,Potentiels fidèles,France,,25-34 ans,Sans enfants,
31749,255,2,214.24,107.12,344,3,2,3,323,Potentiels fidèles,France,Peau sèche,35-44 ans,Jeune actif en solo,
31750,188,3,373.89,124.63,302,3,3,4,334,Potentiels fidèles,France,Peau sensible,55 ans et plus,Parent de jeunes enfants,
31751,335,3,585.8499999999999,195.2833333333333,505,2,3,4,234,À risque,France,Anti-imperfections,,,
31752,293,4,189.14,47.285,879,3,4,3,343,Fidèles,France,Sans parfum,18-24 ans,Parent de jeunes enfants,
31753,259,2,223.2,111.6,626,3,2,3,323,Potentiels fidèles,France,Recherche vegan,45-54 ans,,
31754,286,3,188.23000000000002,62.74333333333334,301,3,3,3,333,Potentiels fidèles,France,,25-34 ans,,
31755,317,3,350.33,116.77666666666666,431,2,3,4,234,À risque,France,,25-34 ans,,
31756,254,3,184.14999999999998,61.383333333333326,650,3,3,3,333,Potentiels fidèles,France,Anti-imperfections,,,
31757,506,3,205.98,68.66,658,2,3,3,233,À risque,France,Peau sensible,,,
31758,126,3,161.76999999999998,53.923333333333325,146,4,3,2,432,Potentiels fidèles,France,,18-24 ans,,
31759,172,2,77.42999999999999,38.714999999999996,289,3,2,1,321,Clients moyens,France,Anti-âge,45-54 ans,,
31760,357,3,234.70999999999998,78.23666666666666,446,2,3,3,233,À risque,France,,18-24 ans,,
31761,303,3,227.47,75.82333333333334,717,3,3,3,333,Potentiels fidèles,France,,,,
31762,154,3,74.75,24.916666666666668,252,3,3,1,331,Clients moyens,Germany,,,,
31763,124,2,96.88,48.44,352,4,2,2,422,Nouveaux prometteurs,France,,,Famille avec adolescents,Zone urbaine dense
31764,370,3,185.25,61.75,670,2,3,3,233,À risque,France,,18-24 ans,,
31765,279,3,187.66000000000003,62.55333333333334,617,3,3,3,333,Potentiels fidèles,France,,18-24 ans,,
31766,319,3,417.46000000000004,139.15333333333334,623,2,3,4,234,À risque,France,,,,Zone rurale
31767,422,3,142.23,47.41,533,2,3,2,232,Hibernants,France,,55 ans et plus,,Zone urbaine dense
31768,233,3,491.29,163.76333333333335,386,3,3,4,334,Potentiels fidèles,France,,,,
31769,290,3,128.26,42.75333333333333,734,3,3,2,332,Potentiels fidèles,France,,,,
31770,312,3,271.8,90.60000000000001,635,2,3,3,233,À risque,France,Anti-âge,45-54 ans,,
31771,176,3,467.26,155.75333333333333,644,3,3,4,334,Potentiels fidèles,France,Sans parfum,35-44 ans,,
31772,116,4,381.31,95.3275,391,4,4,4,444,Champions,Spain,,,Parent de jeunes enfants,
31773,114,2,65.13,32.565,156,4,2,1,421,Nouveaux prometteurs,France,,55 ans et plus,,
31774,164,2,95.15,47.575,220,3,2,2,322,Potentiels fidèles,France,Anti-imperfections,,,
31775,370,2,134.59,67.295,432,2,2,2,222,Hibernants,France,,25-34 ans,,Zone urbaine dense
31776,206,3,338.89,112.96333333333332,529,3,3,4,334,Potentiels fidèles,France,,,,Périurbain
31777,216,2,191.8,95.9,410,3,2,3,323,Potentiels fidèles,France,Sans parfum,,,Zone rurale
31778,88,3,149.12,49.70666666666667,202,4,3,2,432,Potentiels fidèles,France,Peau mixte,,,
31779,244,3,336.32,112.10666666666667,465,3,3,4,334,Potentiels fidèles,France,Anti-imperfections,,,
31780,431,3,193.69000000000003,64.56333333333335,689,2,3,3,233,À risque,France,,35-44 ans,,
31781,112,2,56.66,28.33,192,4,2,1,421,Nouveaux prometteurs,France,Anti-âge,45-54 ans,,Zone rurale
31782,496,3,134.35999999999999,44.78666666666666,766,2,3,2,232,Hibernants,France,,25-34 ans,Sans enfants,
31783,302,3,99.07,33.02333333333333,350,3,3,2,332,Potentiels fidèles,European Community,,,,
31784,145,3,350.62,116.87333333333333,252,3,3,4,334,Potentiels fidèles,France,,,,
31785,92,2,77.69,38.845,203,4,2,1,421,Nouveaux prometteurs,France,,35-44 ans,,
31786,282,3,197.37,65.79,414,3,3,3,333,Potentiels fidèles,France,,,,Zone rurale
31787,247,2,161.49,80.745,285,3,2,2,322,Potentiels fidèles,France,,25-34 ans,,
31788,227,3,291.25,97.08333333333333,508,3,3,3,333,Potentiels fidèles,France,,,Retraité(e),
31789,116,3,164.17,54.72333333333333,211,4,3,2,432,Potentiels fidèles,France,,25-34 ans,,Périurbain
31790,106,2,154.28,77.14,126,4,2,2,422,Nouveaux prometteurs,France,,,Parent de jeunes enfants,Périurbain
31791,286,2,193.23000000000002,96.61500000000001,522,3,2,3,323,Potentiels fidèles,France,Peau mixte,,,
31792,277,2,193.34999999999997,96.67499999999998,547,3,2,3,323,Potentiels fidèles,France,,,Parent de jeunes enfants,
31793,293,2,125.28000000000002,62.64000000000001,332,3,2,2,322,Potentiels fidèles,France,,45-54 ans,,Périurbain
31794,174,2,117.21,58.605,284,3,2,2,322,Potentiels fidèles,France,Anti-âge,45-54 ans,,Périurbain
31795,89,3,219.93,73.31,175,4,3,3,433,Potentiels fidèles,France,,,,
31796,186,3,174.86,58.28666666666667,432,3,3,3,333,Potentiels fidèles,France,,35-44 ans,Retraité(e),
31797,482,2,192.87,96.435,567,2,2,3,223,Hibernants,France,Anti-âge,,,
31798,279,3,288.41999999999996,96.13999999999999,697,3,3,3,333,Potentiels fidèles,France,,,,
31799,413,3,204.04,68.01333333333334,484,2,3,3,233,À risque,France,,55 ans et plus,Sans enfants,
31800,170,2,8.769999999999996,4.384999999999998,711,3,2,1,321,Clients moyens,France,Peau sèche,,,Périurbain
31801,197,3,214.11,71.37,488,3,3,3,333,Potentiels fidèles,France,,,,
31802,356,1,31.659999999999997,31.659999999999997,356,2,1,1,211,Hibernants,France,,,,
31803,396,4,264.03,66.0075,535,2,4,3,243,À risque,France,,,Retraité(e),
31804,192,2,156.6,78.3,201,3,2,2,322,Potentiels fidèles,France,Recherche vegan,,,
31805,215,3,124.31,41.43666666666667,626,3,3,2,332,Potentiels fidèles,Greece,Anti-imperfections,18-24 ans,,Zone urbaine dense
31806,220,2,99.88000000000001,49.940000000000005,396,3,2,2,322,Potentiels fidèles,France,,,,
31807,127,3,206.35,68.78333333333333,306,4,3,3,433,Potentiels fidèles,France,Sans parfum,45-54 ans,Parent de jeunes enfants,
31808,258,2,143.97,71.985,331,3,2,2,322,Potentiels fidèles,France,,,Retraité(e),
31809,148,4,283.6,70.9,431,3,4,3,343,Fidèles,Germany,,,,Zone rurale
31810,197,3,330.0,110.0,512,3,3,3,333,Potentiels fidèles,France,,55 ans et plus,,
31811,96,3,194.91,64.97,251,4,3,3,433,Potentiels fidèles,France,,,,Zone rurale
31812,169,3,213.48000000000002,71.16000000000001,296,3,3,3,333,Potentiels fidèles,France,Sans parfum,35-44 ans,,
31813,388,3,155.16,51.72,582,2,3,2,232,Hibernants,France,Sans parfum,,Parent de jeunes enfants,
31814,175,3,192.91,64.30333333333333,278,3,3,3,333,Potentiels fidèles,France,,,,
31815,436,2,350.06,175.03,514,2,2,4,224,Hibernants,France,,,,
31816,295,3,145.76,48.586666666666666,332,3,3,2,332,Potentiels fidèles,France,,,,
31817,516,2,154.67,77.335,613,2,2,2,222,Hibernants,France,,,Famille avec adolescents,
31818,335,3,431.02,143.67333333333332,724,2,3,4,234,À risque,France,,25-34 ans,,
31819,86,3,317.73,105.91000000000001,175,4,3,3,433,Potentiels fidèles,France,,,,
31820,194,2,68.77,34.385,212,3,2,1,321,Clients moyens,France,Peau sensible,,Retraité(e),
31821,263,3,184.3,61.43333333333334,390,3,3,3,333,Potentiels fidèles,France,,,Retraité(e),
31822,198,2,63.01,31.505,315,3,2,1,321,Clients moyens,France,Sans parfum,35-44 ans,,
31823,344,2,104.89,52.445,368,2,2,2,222,Hibernants,France,Anti-imperfections,45-54 ans,,
31824,201,3,578.6,192.86666666666667,337,3,3,4,334,Potentiels fidèles,France,Peau sensible,,Famille avec adolescents,
31825,319,4,215.04,53.76,533,2,4,3,243,À risque,France,,,,
31826,151,5,399.32,79.864,679,3,4,4,344,Fidèles,Spain,,,,
31827,371,4,150.55,37.6375,584,2,4,2,242,Hibernants,Spain,,35-44 ans,Retraité(e),
31828,286,3,318.15999999999997,106.05333333333333,771,3,3,3,333,Potentiels fidèles,France,Peau sensible,,,
31829,90,2,324.26,162.13,205,4,2,3,423,Nouveaux prometteurs,France,,18-24 ans,,
31830,489,2,332.09000000000003,166.04500000000002,874,2,2,4,224,Hibernants,France,Recherche vegan,25-34 ans,,
31831,164,4,439.03,109.7575,367,3,4,4,344,Fidèles,Germany,,,,
31832,243,2,163.53,81.765,331,3,2,2,322,Potentiels fidèles,France,,,,
31833,252,3,242.72,80.90666666666667,387,3,3,3,333,Potentiels fidèles,France,Anti-imperfections,,,
31834,214,2,95.50999999999999,47.754999999999995,413,3,2,2,322,Potentiels fidèles,France,,,,
31835,262,3,351.32000000000005,117.10666666666668,468,3,3,4,334,Potentiels fidèles,France,,,,
31836,647,2,190.81,95.405,724,1,2,3,123,Hibernants,France,,,,
31837,388,2,191.52999999999997,95.76499999999999,469,2,2,3,223,Hibernants,France,,,,
31838,351,3,111.16999999999999,37.056666666666665,623,2,3,2,232,Hibernants,France,,18-24 ans,,
31839,188,1,42.48,42.48,188,3,1,1,311,Clients moyens,France,,,,Périurbain
31840,314,2,202.12,101.06,438,2,2,3,223,Hibernants,Switzerland,Anti-imperfections,35-44 ans,,
31841,504,3,371.7,123.89999999999999,597,2,3,4,234,À risque,France,,,,
31842,137,3,282.42,94.14,313,3,3,3,333,Potentiels fidèles,France,,45-54 ans,,
31843,174,3,354.83,118.27666666666666,265,3,3,4,334,Potentiels fidèles,Denmark,Anti-âge,,,
31844,130,2,87.48,43.74,171,4,2,2,422,Nouveaux prometteurs,France,Recherche vegan,18-24 ans,,Zone urbaine dense
31845,236,4,352.23,88.0575,456,3,4,4,344,Fidèles,Belgium,,,,
31846,164,2,136.43,68.215,437,3,2,2,322,Potentiels fidèles,France,Anti-imperfections,55 ans et plus,Famille avec adolescents,
31847,108,3,171.56,57.18666666666667,534,4,3,2,432,Potentiels fidèles,Belgium,,18-24 ans,,
31848,392,4,234.83,58.7075,446,2,4,3,243,À risque,Spain,,,,
31849,298,4,317.62,79.405,542,3,4,3,343,Fidèles,Switzerland,,55 ans et plus,,
31850,79,3,223.32,74.44,188,4,3,3,433,Potentiels fidèles,France,,,,
31851,239,3,221.04000000000002,73.68,526,3,3,3,333,Potentiels fidèles,France,Sans parfum,25-34 ans,,
31852,286,2,51.07,25.535,385,3,2,1,321,Clients moyens,France,Anti-imperfections,55 ans et plus,,
31853,668,1,72.78,72.78,668,1,1,1,111,Perdus,France,Peau sensible,,Parent de jeunes enfants,
31854,543,2,118.09,59.045,695,2,2,2,222,Hibernants,France,,,,
31855,273,3,70.75,23.583333333333332,333,3,3,1,331,Clients moyens,European Community,,55 ans et plus,,
31856,273,2,148.76,74.38,330,3,2,2,322,Potentiels fidèles,Spain,,,,
31857,164,3,289.59000000000003,96.53000000000002,294,3,3,3,333,Potentiels fidèles,Switzerland,,25-34 ans,,
31858,242,2,100.46,50.23,478,3,2,2,322,Potentiels fidèles,France,,35-44 ans,,
31859,261,3,314.39,104.79666666666667,460,3,3,3,333,Potentiels fidèles,France,Peau mixte,,,
31860,186,3,247.46,82.48666666666666,323,3,3,3,333,Potentiels fidèles,France,,,,
31861,172,2,350.14,175.07,254,3,2,4,324,Potentiels fidèles,France,Peau sèche,,,
31862,547,2,143.51999999999998,71.75999999999999,716,2,2,2,222,Hibernants,France,,,,
31863,146,2,69.3,34.65,193,3,2,1,321,Clients moyens,France,,,,
31864,173,4,677.69,169.4225,685,3,4,4,344,Fidèles,Germany,,,Jeune actif en solo,
31865,206,3,74.39,24.796666666666667,444,3,3,1,331,Clients moyens,France,Anti-âge,18-24 ans,,
31866,302,3,225.64,75.21333333333332,616,3,3,3,333,Potentiels fidèles,France,Anti-imperfections,,,Périurbain
31867,154,3,360.52,120.17333333333333,196,3,3,4,334,Potentiels fidèles,France,Peau sèche,18-24 ans,,
31868,79,3,169.63,56.54333333333333,166,4,3,2,432,Potentiels fidèles,France,,,,
31869,354,3,526.01,175.33666666666667,498,2,3,4,234,À risque,France,Anti-imperfections,25-34 ans,,
31870,212,2,127.3,63.65,251,3,2,2,322,Potentiels fidèles,France,,,,
31871,101,3,285.86,95.28666666666668,415,4,3,3,433,Potentiels fidèles,France,Sans parfum,,,Zone rurale
31872,258,2,90.27000000000001,45.135000000000005,274,3,2,2,322,Potentiels fidèles,European Community,Anti-imperfections,,Parent de jeunes enfants,Zone urbaine dense
31873,91,3,190.82,63.60666666666666,532,4,3,3,433,Potentiels fidèles,Belgium,,35-44 ans,,Périurbain
31874,279,3,246.56,82.18666666666667,480,3,3,3,333,Potentiels fidèles,France,Anti-imperfections,,,
31875,423,3,374.57000000000005,124.85666666666668,484,2,3,4,234,À risque,France,,35-44 ans,Retraité(e),
31876,148,2,199.1,99.55,251,3,2,3,323,Potentiels fidèles,France,Anti-âge,55 ans et plus,Retraité(e),
31877,171,3,257.73,85.91000000000001,613,3,3,3,333,Potentiels fidèles,France,,,Famille avec adolescents,
31878,103,3,182.78,60.92666666666667,254,4,3,3,433,Potentiels fidèles,France,Peau sèche,,,
31879,143,3,251.57,83.85666666666667,536,3,3,3,333,Potentiels fidèles,France,,25-34 ans,,
31880,277,2,118.57000000000001,59.285000000000004,278,3,2,2,322,Potentiels fidèles,France,,55 ans et plus,,
31881,219,3,215.16,71.72,512,3,3,3,333,Potentiels fidèles,France,Peau sèche,,,
31882,327,3,259.59,86.52999999999999,478,2,3,3,233,À risque,France,Peau sensible,55 ans et plus,,
31883,459,5,382.53999999999996,76.508,581,2,4,4,244,À risque,France,Peau mixte,,Parent de jeunes enfants,Zone rurale
31884,279,3,293.46,97.82,367,3,3,3,333,Potentiels fidèles,Denmark,Recherche vegan,35-44 ans,,
31885,324,2,188.94,94.47,624,2,2,3,223,Hibernants,France,,,,Périurbain
31886,119,4,287.75,71.9375,222,4,4,3,443,Fidèles,United Kingdom,Anti-imperfections,18-24 ans,Parent de jeunes enfants,
31887,219,2,94.15,47.075,270,3,2,2,322,Potentiels fidèles,France,,,,
31888,105,3,288.62,96.20666666666666,320,4,3,3,433,Potentiels fidèles,France,,,,Zone rurale
31889,143,2,71.55,35.775,262,3,2,1,321,Clients moyens,France,,,,
31890,311,5,275.21,55.041999999999994,602,2,4,3,243,À risque,France,,25-34 ans,,
31891,254,1,19.76,19.76,254,3,1,1,311,Clients moyens,France,,,,Zone rurale
31892,229,3,187.39000000000001,62.46333333333334,379,3,3,3,333,Potentiels fidèles,United Kingdom,,,,
31893,362,4,483.71000000000004,120.92750000000001,791,2,4,4,244,À risque,France,,45-54 ans,,Zone rurale
31894,275,2,183.72,91.86,575,3,2,3,323,Potentiels fidèles,France,Anti-âge,55 ans et plus,,
31895,328,4,396.17,99.0425,541,2,4,4,244,À risque,Belgium,,,,Périurbain
31896,190,2,261.99,130.995,393,3,2,3,323,Potentiels fidèles,France,,,,
31897,234,3,160.29,53.43,336,3,3,2,332,Potentiels fidèles,France,,,Sans enfants,Zone urbaine dense
31898,266,3,380.08000000000004,126.69333333333334,738,3,3,4,334,Potentiels fidèles,France,,,,Zone urbaine dense
31899,425,3,303.5,101.16666666666667,543,2,3,3,233,À risque,France,Anti-âge,55 ans et plus,Jeune actif en solo,
31900,359,2,35.06,17.53,418,2,2,1,221,Hibernants,France,,25-34 ans,,
31901,116,3,332.9,110.96666666666665,630,4,3,4,434,Potentiels fidèles,France,,45-54 ans,,
31902,187,2,32.95,16.475,350,3,2,1,321,Clients moyens,France,,55 ans et plus,,Zone rurale
31904,70,2,84.12,42.06,787,4,2,2,422,Nouveaux prometteurs,France,,,Famille avec adolescents,
31905,402,3,220.23999999999998,73.41333333333333,687,2,3,3,233,À risque,France,,45-54 ans,,
31906,304,3,174.20000000000002,58.06666666666667,462,3,3,3,333,Potentiels fidèles,France,,45-54 ans,,
31907,418,2,85.38000000000001,42.690000000000005,464,2,2,2,222,Hibernants,France,,,,
31908,228,4,559.33,139.8325,941,3,4,4,344,Fidèles,France,,,,
31909,310,3,179.99,59.99666666666667,483,2,3,3,233,À risque,France,Anti-imperfections,25-34 ans,,
31910,219,3,274.28,91.42666666666666,284,3,3,3,333,Potentiels fidèles,France,,,Jeune actif en solo,
31911,113,2,96.89,48.445,286,4,2,2,422,Nouveaux prometteurs,France,,25-34 ans,,Périurbain
31912,229,3,197.69,65.89666666666666,287,3,3,3,333,Potentiels fidèles,France,,,Sans enfants,
31913,292,2,170.71,85.355,431,3,2,2,322,Potentiels fidèles,France,,,,
31914,209,2,454.84000000000003,227.42000000000002,337,3,2,4,324,Potentiels fidèles,France,,,,Périurbain
